"id","duration","age","gender","sexuality","monogamy","nb_gender_attraction","sexualstandards_1","sexualstandards_2","sexualstandards_3","sexualstandards_4","sexualstandards_5","sexualstandards_6","sexualstandards_7","sexualstandards_8","sexualstandards_9","complexity_1","complexity_2","complexity_3","complexity_4","complexity_5","complexity_6","complexity_7","sexdrive_1","sexdrive_2","sexdrive_3","sexdrive_4","sexdrive_5","performanceandorgasm_1","performanceandorgasm_2","performanceandorgasm_3","performanceandorgasm_4","player_1","player_2","player_3","player_4","emotionalsex_1","emotionalsex_2","emotionalsex_3","courtship_1","courtship_2","courtship_3","courtship_4","courtship_5","courtship_6","courtship_7","courtship_8","initiators_1","initiators_2","initiators_3","initiators_4","appearance_1","appearance_2","appearance_3","appearance_4","appearance_5","doublestandards_1","doublestandards_2","doublestandards_3","doublestandards_4","doublestandards_5","ammsa_1","ammsa_2","ammsa_3","ammsa_4","ammsa_5","ammsa_6","ammsa_7","ammsa_8","ammsa_9","ammsa_10","ammsa_11","ammsa_12","ammsa_13","ammsa_14","ammsa_15","ammsa_16","ammsa_17","ammsa_18","ammsa_19","ammsa_20","ammsa_21","consent","arranged_1","situation_1","situation_2","situation_3","sex_1","sex_2","sex_3","sex_4","sex_5","sexlocation_1","sexlocation_2","sexlocation_3","sexlocation_4","sexlocation_5","sexlocation_6","contraception_1","contraception_2","contraception_3","contraception_4","contraception_5","metbefore","knownbefore","substances_1","substances_2","substances_3","substances_4","drunkstoned_1","drunkstoned_2","consentboy_1","consentboy_2","consentgirl_1","consentgirl_2","afterfeeling_1","afterfeeling_2","outlookgirl_1","outlookgirl_2","outlookgirl_3","outlookboy_1","outlookboy_2","outlookboy_3"
51,678,19,1,1,1,NA,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,3,5,2,5,2,5,3,3,4,4,4,4,3,4,3,3,3,2,2,1,2,4,3,1,4,5,3,2,4,5,3,3,4,4,3,3,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,1,1,3,4,4,4,3,3,3,3,3,4,4,1,1,3,3,4,5,3,1,1,4,4,5,5,3,3,3,3,1,1,1,1,4,4,3,3,3,3,3,3
52,334,47,2,1,1,NA,2,1,1,1,2,1,1,1,1,2,2,4,1,2,4,1,1,1,1,1,1,2,2,2,3,2,2,3,3,2,2,3,4,2,1,1,2,2,1,1,4,2,2,2,5,2,2,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,2,1,1,1,1,3,1,1,1,1,5,1,1,4,5,2,2,2,2,2,4,4,4,4,5,5,2,2,4,4,1,1,1,1,1,5,5,2,2,3,3,2,1,1,2,3,3,4,2,2,2,2,2
53,586,27,2,1,1,NA,2,2,2,3,2,2,3,2,2,5,5,5,5,4,3,4,6,5,5,5,5,4,4,2,4,4,4,3,4,5,4,3,4,4,2,3,3,3,2,4,4,3,2,4,4,2,3,4,3,4,2,4,2,2,3,3,5,4,2,2,3,3,4,5,2,2,4,5,4,4,1,2,5,4,2,1,5,2,4,4,4,3,4,4,4,4,4,2,1,1,1,4,4,4,3,4,3,4,4,4,1,1,3,3,3,1,2,3,4,3,3,3,4,3,3,2
54,510,33,2,1,1,NA,2,2,3,3,3,2,2,2,3,5,5,5,5,5,5,5,5,4,4,5,5,5,5,5,5,4,4,4,2,4,5,2,2,4,2,2,2,2,2,2,5,5,5,2,4,4,2,4,4,4,5,2,4,4,3,5,6,4,2,3,3,3,4,4,2,5,4,6,6,6,4,4,5,6,2,1,5,5,5,2,3,3,4,2,2,4,4,2,2,2,2,2,4,2,4,3,1,1,1,1,1,1,1,1,1,1,1,1,3,3,4,2,2,4,2,2
55,969,58,2,1,1,NA,4,3,3,3,3,3,3,4,3,5,5,5,5,5,5,5,4,4,4,4,4,5,4,3,5,4,5,3,3,4,4,3,2,2,2,2,1,1,1,5,4,2,1,5,5,4,5,5,5,5,5,5,6,1,4,3,2,2,1,1,2,1,2,4,4,2,6,4,4,3,1,5,5,5,6,1,5,5,1,5,3,1,1,4,1,1,1,1,1,1,4,1,5,1,1,1,1,1,5,5,1,1,2,2,5,1,4,1,4,2,4,2,4,4,2,2
56,793,55,2,1,1,NA,5,4,4,4,3,4,3,4,3,5,4,5,5,3,4,4,4,4,4,4,3,5,3,3,5,4,4,2,5,3,2,3,4,4,2,4,3,3,2,2,4,4,2,4,5,4,3,2,2,3,3,2,3,2,3,2,3,3,2,1,4,4,4,3,3,2,4,3,2,3,2,2,2,6,1,1,5,1,1,4,4,3,2,4,2,4,4,1,1,1,1,1,1,1,1,1,5,4,2,4,1,1,1,1,1,1,1,3,4,4,5,1,1,5,1,1
57,501,35,2,1,1,NA,2,2,3,2,2,2,2,2,3,4,4,4,4,3,4,3,3,3,3,3,3,3,3,3,5,4,4,4,4,3,3,3,2,3,1,2,4,1,1,2,2,2,2,2,3,3,2,3,4,2,2,3,2,2,2,4,5,3,3,2,4,3,5,4,2,3,1,4,3,3,1,1,4,4,2,1,4,3,3,2,4,4,4,4,4,2,4,2,2,2,4,2,4,4,1,1,1,1,4,4,1,1,2,2,2,1,2,3,3,3,3,3,3,2,3,3
58,1099,26,1,1,1,NA,2,2,2,2,2,2,2,2,2,5,5,5,4,4,3,3,2,2,3,3,3,3,2,4,3,2,3,3,4,3,4,2,2,4,1,2,1,1,2,3,4,4,2,2,2,3,2,3,4,3,4,3,4,1,2,4,2,4,3,3,2,3,5,4,4,3,4,5,2,3,4,5,4,5,3,1,4,5,2,5,4,3,3,3,3,4,4,1,1,1,2,5,5,3,2,1,3,4,4,4,1,1,2,2,1,1,1,1,4,4,3,3,3,3,3,3
59,748,75,2,1,1,NA,3,5,4,3,3,5,4,4,3,5,6,6,6,6,5,5,6,5,6,6,6,2,2,2,4,4,4,4,3,5,5,4,2,4,2,2,2,2,3,5,4,5,3,4,6,5,5,6,5,6,5,5,3,2,5,3,5,4,5,5,2,3,5,5,5,5,7,2,5,3,4,5,6,6,4,1,4,2,4,4,5,2,2,4,2,2,2,1,1,1,1,2,4,2,2,1,2,2,4,5,4,1,3,4,4,2,2,2,3,2,1,5,5,4,4,4
60,1086,49,2,1,1,NA,2,2,2,2,2,2,2,2,2,4,4,4,4,3,5,2,4,3,2,3,4,1,2,4,6,2,2,2,3,4,5,4,2,5,1,1,1,3,1,1,4,2,2,2,2,1,3,3,3,2,2,5,2,2,2,6,2,2,3,2,4,1,2,4,1,5,5,4,1,4,1,2,5,4,5,1,5,2,2,1,3,1,1,3,1,2,2,1,1,1,2,4,4,5,2,1,4,4,3,3,1,1,1,1,1,1,1,1,4,4,5,1,1,4,3,2
61,629,44,2,1,1,NA,4,4,5,4,4,5,4,4,3,4,4,4,2,2,3,1,4,4,4,4,3,1,1,1,4,4,4,4,4,4,4,3,1,2,1,2,2,1,1,1,4,1,2,1,3,4,3,5,2,3,3,3,4,4,4,2,4,1,1,4,1,1,3,4,2,1,1,1,1,2,1,1,1,4,1,1,5,5,2,2,5,3,5,5,4,4,4,1,1,1,1,3,5,4,3,3,1,4,4,1,1,1,2,1,3,2,2,3,5,4,5,1,1,4,3,3
62,864,69,1,1,1,NA,4,5,5,4,5,6,4,6,5,6,6,5,5,5,6,4,6,6,5,4,5,3,3,3,5,1,1,1,1,5,5,3,5,6,6,5,5,5,4,5,5,5,4,4,5,2,4,5,6,5,5,5,5,4,7,7,5,5,5,2,4,6,4,2,5,6,4,4,3,4,4,6,4,6,3,1,5,4,4,3,4,3,2,3,3,5,2,1,1,1,2,3,4,3,2,1,4,4,4,4,1,1,1,1,2,4,4,2,4,4,4,3,2,3,3,2
63,613,31,2,1,1,NA,2,5,2,4,2,2,5,5,1,6,6,6,6,5,6,5,6,5,6,6,6,5,2,4,5,4,5,3,5,5,4,5,1,1,1,1,1,1,1,4,5,2,6,5,4,6,5,5,4,6,6,6,3,5,6,7,5,4,4,4,2,4,3,6,5,6,5,3,6,2,2,6,6,7,1,1,4,4,2,2,2,2,2,4,1,4,1,4,1,1,4,1,4,5,1,1,4,4,4,1,1,1,1,1,3,1,1,4,3,2,5,1,1,2,4,5
64,590,40,2,1,1,NA,4,4,5,4,4,4,4,5,5,4,6,6,5,5,4,4,5,5,4,4,4,3,3,3,5,5,2,3,4,4,4,3,3,4,1,2,2,3,1,1,5,3,3,3,4,1,2,4,4,4,4,4,4,3,4,3,5,2,3,3,1,3,3,4,4,3,5,1,3,2,2,4,5,5,2,1,5,1,1,4,3,3,4,4,3,4,4,3,1,1,1,3,4,3,4,1,5,5,2,1,1,1,1,1,4,1,2,1,4,4,5,1,1,5,1,1
65,1200,25,2,1,1,NA,5,2,3,3,3,4,4,4,3,5,5,5,5,5,5,5,5,4,5,5,3,3,3,3,4,4,4,2,4,5,5,4,3,4,2,2,3,4,2,4,4,4,4,4,4,5,4,4,5,3,4,4,2,2,2,2,2,1,1,2,1,4,3,4,1,1,1,2,6,3,4,3,2,5,1,1,5,3,5,2,4,3,4,4,3,1,4,2,4,2,4,4,4,3,3,4,1,2,4,4,2,2,2,2,2,3,2,3,3,3,4,4,3,2,4,4
66,718,44,1,1,1,NA,3,3,3,3,3,3,3,3,3,3,3,4,3,3,4,3,3,2,3,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,3,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,2,2,2,3,2,2,4,4,3,3,3,4,4,4,2,3,3,5,3,1,5,2,3,3,3,3,2,4,3,3,3,1,1,2,3,4,4,4,2,3,3,4,3,3,1,2,1,1,2,2,2,2,3,3,3,3,3,4,3,2
67,735,74,2,1,1,NA,4,5,5,4,5,5,2,5,3,5,6,5,5,5,6,5,4,4,4,4,4,4,3,4,4,3,4,3,3,5,5,5,4,4,4,4,5,2,2,5,4,4,4,4,5,3,4,5,2,4,5,5,5,2,4,3,2,3,3,5,3,4,3,5,5,2,5,2,1,2,4,4,2,5,1,1,1,5,4,2,4,1,1,4,1,1,1,1,1,1,1,1,2,1,4,1,1,1,4,2,1,1,1,1,5,1,2,1,4,1,1,4,5,2,4,4
69,697,56,2,1,1,NA,2,1,2,1,2,2,2,1,2,4,6,5,5,3,4,3,2,2,2,2,4,3,2,3,5,3,3,2,3,4,4,4,2,4,1,3,1,1,1,2,2,1,1,2,4,4,2,3,4,3,4,4,2,1,2,1,1,1,2,1,1,5,2,1,1,1,2,1,1,2,1,1,1,2,1,1,4,2,1,1,4,4,4,4,4,2,2,1,1,1,5,5,5,1,1,1,1,1,4,4,2,2,2,2,1,1,2,1,5,5,4,2,1,4,4,2
70,620,29,2,1,1,NA,5,5,6,5,5,4,3,3,6,5,6,6,6,5,6,5,5,5,5,5,4,2,1,2,4,5,4,1,5,6,6,4,5,5,2,5,4,2,2,3,5,2,2,5,5,4,1,6,4,5,5,5,4,3,3,2,5,1,2,4,4,5,2,7,4,3,5,3,1,5,2,4,5,5,1,1,5,4,2,1,5,4,4,5,2,2,4,2,1,1,2,4,5,5,1,3,3,4,4,4,1,1,3,3,2,1,1,1,4,4,4,2,2,4,2,2
72,646,20,1,1,1,NA,4,3,3,4,3,4,3,3,4,5,6,5,5,3,4,4,5,4,5,4,4,5,4,5,5,5,5,4,5,3,3,3,4,3,2,5,5,4,1,4,3,4,3,5,5,5,4,5,4,2,4,3,2,3,5,6,5,4,5,5,6,3,6,5,3,3,3,3,2,3,5,5,5,6,5,1,5,5,4,3,4,3,2,3,3,5,4,2,1,2,2,5,5,4,1,1,4,4,1,3,1,1,1,1,1,1,1,2,4,4,4,2,2,4,2,2
73,1659,21,2,1,1,NA,6,2,5,6,5,2,5,5,1,5,5,6,5,5,1,2,1,1,1,1,1,6,6,6,6,1,6,1,1,5,5,3,1,1,5,1,1,1,1,1,5,2,2,1,5,1,1,1,1,1,1,5,1,1,1,3,1,1,5,5,5,1,1,1,1,5,1,5,3,5,1,1,1,1,1,1,5,4,4,2,5,2,1,4,2,3,2,1,1,2,1,5,5,1,1,1,2,1,5,5,1,1,4,4,5,1,3,1,4,4,2,4,5,1,5,5
74,685,20,1,1,1,NA,4,4,4,4,4,3,4,3,4,5,4,4,5,4,4,4,4,4,4,4,4,5,4,4,4,4,4,3,4,3,3,3,5,4,3,4,3,4,2,5,5,4,4,5,3,4,3,3,4,4,6,4,3,4,5,3,2,4,5,4,5,5,4,4,2,3,3,4,5,4,4,5,4,5,2,1,4,4,2,4,4,4,4,4,4,4,5,3,1,3,2,4,4,5,2,4,3,4,4,4,2,2,3,3,4,2,4,2,4,4,4,4,2,4,4,2
75,809,43,1,1,1,NA,4,2,4,3,4,4,3,2,2,4,4,3,3,4,4,3,2,2,2,2,2,4,4,4,4,3,3,3,3,4,4,3,3,3,1,2,3,2,3,3,4,3,3,4,5,4,5,5,4,2,3,2,2,3,3,3,3,3,3,2,2,2,4,5,3,2,5,3,1,2,2,3,6,5,2,1,5,5,4,2,4,3,5,3,3,4,4,4,1,1,4,5,4,4,4,4,1,1,4,4,1,1,1,1,1,2,2,2,4,3,4,4,4,4,4,4
76,907,28,1,1,1,NA,3,3,3,4,4,3,3,4,4,6,5,5,5,5,5,6,4,4,4,4,3,4,2,4,5,3,2,3,3,4,4,2,4,4,3,2,5,5,2,5,5,3,3,3,4,4,4,4,4,4,4,3,4,4,4,5,5,3,5,6,3,3,6,5,3,5,5,3,1,2,4,3,5,5,5,1,5,4,4,2,4,4,4,3,4,2,5,1,1,2,4,2,2,4,4,5,2,3,5,5,1,2,3,3,1,4,2,2,4,4,4,2,2,4,4,2
77,1128,32,1,1,1,NA,1,1,1,1,1,2,2,1,1,4,4,6,4,3,2,3,1,1,3,1,2,3,4,4,5,3,4,5,4,2,1,2,1,4,1,1,2,2,1,1,4,1,1,4,4,2,3,3,4,2,3,2,2,4,1,4,1,2,2,2,2,2,5,4,2,2,2,4,2,4,1,2,2,2,2,1,5,5,4,2,5,3,2,3,1,3,4,3,4,1,1,5,5,3,2,2,4,4,4,4,2,2,2,2,1,4,2,2,5,4,4,2,1,4,1,1
78,540,31,2,1,1,NA,2,2,2,2,2,2,2,2,2,3,3,3,2,2,5,3,2,2,2,2,1,4,4,4,5,3,3,3,4,3,2,2,1,3,1,1,2,1,2,1,3,2,2,2,1,1,1,1,1,1,2,2,2,2,1,1,1,1,1,1,4,1,1,4,1,1,1,1,1,1,1,1,4,3,1,1,4,2,2,4,4,4,2,3,4,4,4,2,2,2,4,4,4,4,2,2,4,4,4,4,2,1,1,1,2,2,3,3,4,4,4,2,2,4,3,3
79,1084,57,2,1,1,NA,1,1,1,1,2,1,1,1,1,4,4,2,4,3,3,2,4,3,5,4,4,4,2,2,5,2,4,5,4,5,4,1,1,5,1,2,1,1,1,2,3,1,1,2,4,3,3,4,4,3,3,4,2,1,4,3,5,2,2,2,2,6,5,4,2,3,5,5,2,2,1,1,4,5,2,1,5,5,3,4,4,4,5,4,4,5,2,1,2,1,1,5,5,1,1,2,3,3,4,5,2,1,3,3,1,1,5,1,5,5,3,3,2,3,3,2
80,1052,59,2,1,1,NA,4,4,4,4,4,4,4,4,3,3,3,3,3,2,3,3,3,3,3,3,3,1,1,2,2,4,5,4,5,3,3,3,4,3,2,3,4,1,1,3,4,3,3,2,4,3,4,4,3,4,3,4,2,4,2,3,4,2,2,2,3,5,2,5,2,1,5,3,4,3,2,3,2,3,2,1,4,2,2,4,4,2,3,5,1,4,4,1,1,1,1,4,4,1,1,1,5,5,4,4,1,1,2,2,1,2,1,1,4,4,5,1,1,4,2,2
82,612,33,2,1,1,NA,1,1,1,1,2,1,2,4,2,6,6,6,5,5,5,5,5,5,5,5,5,3,2,2,4,3,4,5,3,5,5,5,3,4,2,1,3,2,2,4,4,2,3,2,5,5,4,4,4,5,5,3,3,2,4,4,4,2,3,2,4,2,4,6,2,2,5,2,4,3,1,5,6,1,1,1,4,4,4,1,4,4,4,5,3,1,4,1,1,1,3,4,5,4,1,1,3,3,4,4,1,1,2,2,2,2,1,1,4,4,2,2,1,2,2,3
83,861,48,2,1,1,NA,3,2,3,3,2,4,3,2,2,5,5,5,5,5,5,5,3,2,2,5,5,4,3,4,5,4,5,3,5,4,3,4,4,3,1,2,2,2,3,3,4,3,2,3,4,2,3,4,3,3,2,2,2,2,1,2,2,1,2,1,1,1,1,5,1,3,3,1,2,1,1,2,6,3,1,1,2,4,1,1,5,4,2,4,4,2,4,2,4,1,4,5,5,1,2,1,1,1,5,5,2,1,2,2,3,1,3,1,3,3,2,4,4,2,4,3
84,950,65,2,1,1,NA,2,3,3,3,2,3,3,3,2,6,6,6,5,4,5,5,5,4,4,5,4,4,2,2,4,3,4,4,2,4,5,4,3,5,4,2,4,2,1,1,4,2,4,4,4,4,4,5,4,4,4,4,2,2,5,5,5,4,4,3,4,5,3,4,4,4,5,5,3,5,5,3,5,2,4,1,5,4,4,2,3,3,3,4,2,4,2,2,1,1,3,5,5,1,1,1,1,4,5,5,1,1,2,2,4,1,4,2,4,4,4,2,2,3,3,2
85,1022,30,1,1,1,NA,5,5,6,5,6,5,6,6,5,1,1,3,1,1,1,1,3,3,1,3,1,2,3,4,5,5,5,5,5,5,6,5,1,1,1,4,3,5,2,4,6,2,2,5,5,3,4,5,1,1,1,1,1,2,4,4,4,5,2,4,3,2,1,6,2,2,5,5,1,5,1,5,4,6,2,1,5,1,1,5,3,3,1,2,2,3,3,3,1,1,1,5,5,5,2,1,3,5,1,1,1,1,1,1,1,1,1,1,3,3,5,1,1,5,1,1
86,363,27,2,1,1,NA,4,3,4,2,2,3,3,4,3,4,4,5,5,4,5,3,5,3,5,4,4,3,3,5,3,2,2,2,2,5,5,4,2,3,3,3,3,3,1,3,6,4,5,2,4,2,4,4,3,3,4,3,2,2,4,4,4,3,4,4,4,4,4,4,4,4,4,4,4,3,1,3,3,4,2,1,4,1,2,4,3,3,3,3,3,2,3,2,2,2,2,4,4,2,2,2,2,5,1,1,1,1,1,1,2,3,3,3,4,4,4,2,4,3,3,3
87,619,40,2,1,1,NA,4,3,3,3,4,4,4,3,3,5,5,5,5,5,5,5,5,5,5,5,5,4,2,4,3,6,6,5,5,5,5,5,5,5,3,5,3,3,2,4,3,5,4,5,5,4,5,5,5,5,4,6,4,3,2,6,2,2,1,1,2,6,2,2,2,1,2,2,6,1,2,2,6,3,1,1,4,5,2,1,3,2,4,5,2,2,4,1,1,1,1,4,5,2,2,4,4,4,5,5,1,1,3,3,3,1,2,2,4,4,4,4,4,4,4,4
88,648,60,2,1,1,NA,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,5,3,3,5,4,4,3,4,4,4,4,3,3,3,3,3,2,2,2,4,3,3,3,3,3,4,4,4,4,4,4,3,3,4,3,4,2,2,3,2,2,4,5,2,2,5,3,6,2,3,2,2,5,2,1,4,4,4,4,4,3,3,4,3,3,3,4,3,3,4,2,3,3,4,3,2,3,4,3,3,3,2,1,3,1,1,2,3,3,3,3,3,3,3,3
89,816,38,1,1,1,NA,3,3,3,6,5,3,6,4,4,5,5,6,6,3,3,1,6,4,6,5,6,6,5,6,5,6,4,6,6,6,6,1,5,6,1,4,6,6,1,6,6,3,4,5,5,5,4,5,4,1,5,6,5,5,6,7,2,6,6,6,6,5,7,4,6,6,7,5,7,7,4,7,4,7,6,1,4,3,2,4,4,3,2,1,5,4,3,1,1,1,2,5,3,3,1,3,5,5,5,5,1,1,4,4,1,1,1,1,3,3,3,3,3,4,1,1
90,587,22,2,1,1,NA,6,6,5,5,5,4,5,4,5,4,5,5,4,5,4,2,5,3,3,4,4,5,5,5,5,4,4,1,3,5,4,4,5,2,4,3,5,2,5,4,6,6,6,4,5,4,4,5,4,4,5,5,3,3,3,4,4,4,4,4,4,4,4,4,4,4,6,2,5,4,2,5,4,6,2,1,5,3,4,1,1,1,1,3,1,1,3,1,1,1,1,3,3,5,1,2,1,1,1,1,1,1,1,1,3,3,2,1,4,4,4,2,1,4,3,1
91,780,43,2,1,1,NA,4,2,4,2,5,4,3,2,3,4,4,4,4,4,4,3,4,3,4,4,3,5,4,4,6,5,5,3,4,3,4,3,1,2,1,1,1,1,1,2,5,3,3,3,2,3,1,4,1,3,4,3,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,6,2,1,1,1,1,1,1,5,2,3,4,4,4,2,4,2,5,4,1,1,1,2,5,5,3,1,1,4,4,4,3,1,1,1,1,2,2,2,2,4,4,4,2,1,3,3,3
92,693,47,2,1,1,NA,4,3,6,2,5,4,4,3,3,4,5,6,5,4,5,4,5,6,6,5,5,5,4,5,5,3,4,5,5,4,4,3,4,4,1,4,3,4,1,4,5,4,4,4,4,2,4,5,3,5,3,4,5,4,4,5,5,4,3,2,2,5,2,5,4,5,3,4,4,3,5,5,5,5,1,1,3,4,4,2,4,3,3,4,1,2,4,1,1,2,4,1,4,1,3,4,4,4,4,4,1,1,2,2,4,1,3,1,4,4,4,1,1,4,1,2
93,449,36,1,1,1,NA,5,5,5,4,5,6,5,4,6,5,4,3,5,5,5,3,5,5,3,4,3,3,3,2,3,4,5,1,5,4,4,4,5,5,2,4,3,3,3,5,5,3,3,3,4,4,3,4,3,3,4,4,2,4,3,4,4,4,4,4,4,5,5,3,5,6,5,3,2,3,2,5,3,6,5,1,5,4,4,3,4,3,4,4,3,4,4,2,2,2,3,4,5,4,2,1,3,4,4,4,1,1,1,1,2,2,2,2,4,4,4,2,2,4,2,3
94,520,34,2,1,1,NA,4,3,4,4,3,4,4,2,4,5,4,4,5,4,4,4,5,4,5,4,4,2,1,3,3,5,5,3,5,4,4,4,2,3,1,2,2,3,3,2,5,4,5,3,4,3,3,4,3,3,4,5,3,2,1,5,3,1,1,1,4,2,5,2,1,4,2,5,4,4,4,2,4,2,1,1,5,4,1,2,1,1,5,5,2,3,3,1,1,1,1,1,5,1,1,1,1,1,4,4,1,1,2,2,1,1,1,1,5,5,5,1,1,5,1,3
95,1031,66,2,1,1,NA,4,4,5,4,3,4,3,4,2,5,5,5,5,4,5,3,5,4,4,5,5,5,3,3,4,3,3,2,3,4,4,4,4,4,4,3,1,1,2,2,5,3,3,3,5,3,3,5,3,4,4,4,3,3,4,5,4,5,4,2,4,4,4,5,4,4,5,3,5,3,4,4,5,5,3,1,4,4,3,2,3,2,3,4,2,1,1,1,2,2,3,4,4,5,1,1,4,4,3,4,1,1,1,1,2,2,2,2,3,2,4,2,3,2,4,3
96,520,38,2,1,1,NA,2,4,4,2,4,3,1,1,1,4,4,4,4,4,5,4,6,1,5,5,1,4,2,2,4,4,4,4,4,4,4,4,4,3,1,1,4,1,4,3,5,1,1,2,3,3,4,4,2,6,2,5,2,1,4,1,5,1,1,2,2,1,2,4,1,2,3,2,1,2,1,3,5,2,2,1,5,3,4,4,4,4,2,4,4,4,4,1,1,1,2,4,5,1,2,4,3,4,4,4,1,1,2,2,1,1,1,1,4,4,4,2,3,4,3,2
97,738,32,2,1,1,NA,1,1,1,1,1,1,1,1,1,2,3,3,3,4,3,2,2,2,2,1,2,5,4,5,5,3,3,3,4,5,4,4,1,3,1,2,4,4,1,4,4,3,4,4,6,3,5,4,4,1,1,3,1,1,1,1,3,1,2,1,1,1,2,5,1,2,1,1,3,4,3,1,2,3,1,1,5,4,4,4,3,3,2,4,3,4,4,2,1,1,3,5,5,4,1,1,4,4,3,1,1,1,1,1,2,1,2,1,4,4,5,1,2,5,1,2
98,729,50,2,1,1,NA,2,2,3,2,3,3,2,3,3,3,3,3,4,3,3,2,2,2,2,2,2,2,2,3,3,3,4,4,4,3,3,3,2,2,1,1,1,1,1,1,2,1,2,2,2,1,4,4,3,3,5,3,2,1,4,4,4,4,3,3,3,3,4,4,2,4,3,2,2,3,2,4,2,4,4,1,5,5,2,1,3,1,4,3,1,2,3,3,1,1,1,5,5,1,1,1,2,4,3,3,1,1,1,1,3,1,3,3,3,3,3,3,3,3,3,3
99,725,39,2,1,1,NA,1,1,1,1,1,1,1,1,1,6,6,6,6,6,6,5,6,6,6,6,3,1,1,1,1,6,6,6,6,4,6,5,1,4,2,1,5,2,2,4,3,4,4,5,6,5,5,5,5,6,5,2,1,1,1,3,5,1,1,2,2,1,6,2,5,1,7,3,1,2,1,2,1,4,1,1,5,5,2,1,5,3,2,5,2,4,2,1,1,1,2,5,5,1,1,1,4,5,5,5,1,1,2,2,1,1,1,1,5,5,5,2,2,4,2,2
100,769,67,2,1,1,NA,2,2,4,2,2,2,2,4,3,5,5,5,5,5,6,5,6,5,6,5,5,1,1,2,2,5,5,5,5,5,6,2,2,1,1,2,1,1,1,1,4,2,1,1,3,5,4,3,1,3,5,4,5,2,2,2,2,1,1,1,1,1,1,2,1,3,2,3,6,4,1,3,3,5,2,1,1,1,1,3,4,4,4,5,3,1,4,2,1,1,5,2,4,1,4,1,1,1,4,5,3,2,2,4,4,2,2,4,4,3,4,2,2,3,2,2
101,793,34,1,1,1,NA,3,1,2,1,3,2,1,1,2,4,4,6,4,4,1,4,4,4,4,3,4,5,2,1,4,4,5,4,5,3,4,3,2,3,1,1,5,1,2,1,1,1,2,2,4,3,2,4,4,6,4,4,1,1,2,2,3,2,2,2,2,2,2,2,2,4,2,4,3,2,2,2,4,5,2,1,5,4,3,4,5,3,3,4,4,5,4,4,4,2,3,2,4,4,4,4,3,4,4,4,2,2,1,2,1,1,1,1,4,4,3,3,2,3,3,2
102,511,35,2,1,1,NA,2,1,2,2,2,2,2,4,2,6,6,6,6,5,4,4,1,1,1,1,1,6,5,5,6,4,5,4,4,6,6,3,4,5,2,3,5,5,4,6,6,4,2,4,5,5,5,5,5,6,4,4,6,2,5,6,5,4,6,6,5,6,5,3,2,2,2,5,3,5,2,2,6,6,6,1,4,4,4,4,4,4,4,4,4,2,4,4,4,2,4,5,4,4,4,5,3,4,5,5,1,1,4,4,3,3,1,4,4,4,1,4,2,1,4,2
103,698,26,2,1,1,NA,1,1,1,1,1,2,1,1,1,5,5,4,5,4,4,5,2,1,5,2,4,6,6,5,6,4,5,5,5,2,4,3,1,1,1,1,2,1,1,1,3,1,1,1,2,2,3,3,3,3,3,2,1,1,1,1,2,1,1,1,2,1,1,3,2,1,1,3,5,2,1,1,1,4,1,1,4,4,4,2,3,2,4,4,2,1,4,2,1,2,4,5,5,4,1,1,4,5,4,4,1,1,1,1,2,1,2,1,4,4,4,2,1,4,2,1
104,896,61,2,1,1,NA,4,5,4,5,4,4,4,4,4,5,6,5,6,6,6,6,6,6,6,6,5,4,3,6,4,4,5,2,5,6,6,3,5,4,6,5,5,4,4,3,6,4,5,5,6,5,4,4,5,6,4,6,6,3,6,5,5,5,2,5,4,6,4,5,2,4,7,7,7,7,5,2,6,6,7,1,4,5,3,5,5,5,4,5,4,5,4,1,1,1,4,1,5,3,1,1,2,1,4,4,1,1,2,2,2,1,1,1,4,4,2,1,3,3,4,2
105,851,34,2,1,1,NA,4,4,4,4,4,4,4,3,3,5,4,3,5,4,4,3,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,1,3,3,3,3,2,4,3,4,3,5,4,4,5,4,4,4,4,4,3,2,4,3,2,2,2,3,3,5,4,2,3,4,4,5,3,3,2,3,4,2,1,5,3,3,4,4,4,3,5,2,3,4,1,2,1,2,1,2,4,2,1,1,2,3,4,3,2,2,2,1,2,2,1,4,4,3,3,2,3,3,3
106,737,35,1,1,1,NA,1,1,1,1,1,3,1,1,2,6,6,6,6,6,4,4,5,4,5,4,3,3,3,2,3,3,3,3,4,2,4,2,2,4,1,1,1,1,1,2,4,3,3,4,2,3,2,5,3,5,3,4,4,1,3,2,3,1,1,1,3,2,1,4,2,2,1,2,7,3,1,5,2,4,1,1,5,4,3,4,5,4,5,4,4,2,5,1,2,2,1,4,5,5,1,1,1,3,4,4,1,1,2,2,1,1,1,1,5,5,3,3,2,3,3,2
